132,348
62,391
167,292
89,358
46,365
61,359
79,381
100,387
94,381
118,314
123,407
106,356
189,333
194,291
122,285
151,349
183,294
144,336
193,269
33,371
144,325
213,287
175,307
186,349
116,318
66,359
22,379
102,407
37,341
166,269
84,351
88,409
98,354
167,330
166,331
151,258
98,378
70,407
140,360
136,333
58,431
42,349
113,278
128,355
80,331
148,316
166,326
64,410
174,300
173,331
37,375
57,426
94,342
98,362
145,325
207,310
122,377
166,358
114,359
213,284
43,344
146,385
178,330
79,429
140,360
95,382
67,378
148,339
42,372
68,376
165,379
61,355
221,368
179,350
75,425
74,385
110,307
156,279
90,409
88,296
96,378
195,307
100,343
115,327
56,353
128,394
11,359
130,304
136,295
113,333
32,432
205,284
174,322
197,267
173,322
122,343
62,355
208,298
77,399
190,340
